Country,CO,CH4,NH3,NMVOC,NOx,SO2,PM 10,PM 2.5,Total Cancer,Air Cancer,Chronic Respiratory Diseases,Pneumoconiosis,Asthma,Interstitial Lung Disease and Pulmonary Sarcoidosis,Other Chronic Respiratory Diseases,Total Deaths,Total Population,PCA first component,PCA second component
Nigeria,25133.7883093,7231.896672322,954.5955729225,5412.39870289906,663.03457507,177.143574634,3400.70619833195,1632.39437847642,73678,5774,13644,30,8735,470,1073,1611254.0,181137448.0,2.978144293979753,0.18189295885714496
North Macedonia,68.1459680047257,71.43330843015,12.4927622834674,22.7912272363923,21.7377734932501,64.4302147980757,13.9386534636679,8.70350110182464,5188,1222,569,0,56,7,1,18252.0,2079328.0,-0.8612516208741422,-0.05811040995591033
Norway,371.711518459179,798.456774216401,51.5495852846521,227.424219373773,139.773564017667,79.6791893001173,29.9762662010158,22.1490606469363,12166,2364,2423,10,93,166,9,40173.0,5188607.0,-0.7343085139205724,-0.0727936941836936
Oman,265.10191056,962.645831049594,12.3225693816497,278.55542973191,168.79545806947,51.4430792092,9.56744246746526,7.2869227410519,1306,140,223,0,7,15,18,10637.0,4267348.0,-0.7728575210014349,-0.07809592540958904
Pakistan,11750.32825331,7741.9839536289,1231.7552215607,2073.1115342916,1165.53261244246,1149.49132617937,1125.69365378938,640.010226015669,159061,16589,60074,242,16017,2768,1072,1405421.0,199426964.0,2.363297643109601,0.9204830298968025
Panama,586.33625309,161.5634110409,21.13777495091,110.318702701509,71.76851895067,80.0246527251,17.5292915668034,10.8973127526337,3510,387,624,0,59,78,12,18191.0,3968487.0,-0.8182377765264838,-0.0501208346672096
Papua New Guinea,280.702485463,125.97410865332,16.1049327094292,70.63452622641,32.3507503268,24.1068926438,42.5553539076455,21.5469561948152,4796,834,4164,9,1807,155,251,82049.0,8107775.0,-0.7177712557033304,0.1438781025886026
Paraguay,1357.6402433047,1019.600259288,100.81002759351,211.228982779022,81.2964419856,9.12490620820001,96.5445549770836,57.5244563205975,5232,752,886,13,88,51,11,31699.0,6688746.0,-0.6917878419649979,-0.07959528885349987
Peru,1687.31577103678,1065.52686401248,180.914663898984,395.57846636994,285.11662989595,208.240259513414,122.308363532466,72.7183273542589,29761,3049,2843,85,231,3492,185,135680.0,30470734.0,-0.2777455758968283,0.3789173327258144
Philippines,5227.28846255,3115.6517472335,364.73198895183,1246.15335441319,664.9331536755,516.121352524812,537.870749353297,337.210341807454,71506,11977,19545,13,11567,156,257,659816.0,102113212.0,0.48846688485211326,0.30876703621860685
Poland,2102.97490838277,2528.43497851101,483.410297143747,953.832957158172,629.40931536845,699.704476069192,310.755590961498,194.517201851474,115756,29941,9705,45,521,448,46,392401.0,37986412.0,0.08718296745421687,-0.33852669373271416
Portugal,282.915520193666,537.034526591169,75.1909068561147,121.02162660909,154.995311020838,84.3054982054585,49.294120369269,34.708763284543,29448,4601,5558,95,141,535,61,106788.0,10358076.0,-0.6513667085999931,-0.0291049748230989
Puerto Rico,3.5820923793,71.2751986457642,7.18261091517877,23.678228236886,4.855728268038,0.6322925387027,1.88197977972619,0.961092872404898,6160,768,1317,0,85,151,16,29053.0,3473232.0,-0.8634277895536946,-0.020336455855987968
Qatar,161.831734032,2625.24926059908,7.433393628632,467.783528140519,185.54425265627,15.625632729846,8.96980636167083,7.38659632962315,624,87,38,0,7,3,4,3347.0,2565710.0,-0.6917271693399921,-0.11794281149601932
Republic of Korea,4010.97339223381,1383.97683097842,167.472469006241,857.397624735415,1606.67208940927,843.102971506957,265.32789908399,172.642514574043,88665,19817,8634,393,2111,1405,78,279788.0,51014947.0,0.2382576266366997,-0.2273915524724864
Republic of Moldova,114.9886002002,159.29197699014,31.336111523778,48.177007623649,31.63587822757,7.554099105994,14.6460848616168,8.09881071732332,6887,1150,962,0,35,13,5,43954.0,2834530.0,-0.8490585377832983,-0.05455202640766503
Romania,976.0654372732,845.72701611435,225.177026925953,209.557114706849,225.82537557189,310.911892509648,141.526523924513,80.9862593965797,51593,10877,6905,30,259,495,22,257285.0,19815616.0,-0.4790825812465898,-0.10060289150596885
Russian Federation,8888.2600120536,17293.8657063056,1129.68111499,4461.91376221568,3859.821797265,2351.05497737199,513.790628737561,334.710952323976,301269,55862,37051,210,1980,641,301,1876773.0,144096870.0,2.683977977630368,-1.038353701520883
Rwanda,530.0606732194,158.56801109701,31.58819907667,121.562374772136,16.3258172177,7.8869141826,83.1420741902426,39.1962966058378,5984,388,1388,12,730,50,60,66963.0,11369071.0,-0.7670685595922712,0.0025161659306749953
Saint Lucia,7.7146945386,3.414192172401,0.682129290413301,2.0931296440177,5.49350784734,3.14884168825,0.235154696709003,0.125972093208811,253,21,36,0,7,3,1,1254.0,179126.0,-0.8972649227758183,-0.045647173741138816
Saint Vincent and the Grenadines,4.3518832128,1.9142995049338,0.2029989804221,1.15904645586697,2.71737247172,1.595118690734,0.145764857008127,0.0960775806981628,189,12,12,0,3,1,0,984.0,109148.0,-0.8988562203682745,-0.04611677815729584
Samoa,3.9630441619,7.061767620272,1.6235970114491,1.5605947418082,1.057817324466,0.7941888366264,0.577323695984017,0.297331871969691,143,14,71,0,26,2,3,1065.0,193513.0,-0.8967231070536154,-0.043622146497406034
Sao Tome and Principe,13.43174701061,3.189730443001,0.615480366691,3.6885160314621,1.592569064489,0.66161257209,1.18286993452223,0.518721665557011,129,17,46,0,25,1,3,1041.0,199432.0,-0.8966672853001748,-0.04396436297263931
Saudi Arabia,1856.82488061,3566.8212573231,107.8294728175,1813.91248465943,2230.755343671,3451.396142684,118.278584560897,82.9191081530846,10788,1247,1911,2,878,578,59,91919.0,31717667.0,0.33150457190145716,-0.4573217762222842
Senegal,632.74795498,433.632854183,60.27735325866,198.056527174148,65.97895036293,60.6330888125,82.0216926917685,33.7947621632327,7266,804,1459,3,992,39,120,86987.0,14578459.0,-0.6999499682686834,0.025123944808126252
Serbia,544.142458564,334.16317367094,92.9240247772151,232.73958252137,139.6289918577,353.526561928162,88.6718444585122,56.3686348405746,28405,7445,3517,6,342,74,28,126723.0,7095383.0,-0.6523364201416029,-0.1153932460509976
Seychelles,6.7027775679,2.86125728631,0.130139749877,5.01335829157145,7.0017716768854,4.111617141915,0.303921309062523,0.232254677018187,157,16,20,0,6,0,0,736.0,93419.0,-0.8975527865928268,-0.04686841124773405
Sierra Leone,512.7379481446,163.72039705977,24.37817621061,127.070410076772,18.3901592526,7.2799430329,65.3930326951058,29.8311049535173,3315,324,729,2,547,15,71,74220.0,7171914.0,-0.7894379303723057,-0.004262179507573432
Singapore,190.861230212,79.22024825377,3.21643777985,118.27674121929,130.40078518713,77.395443573395,20.4095316805287,14.4167166303807,6029,1350,518,0,40,48,13,18685.0,5535002.0,-0.8220942804181156,-0.06049187857158297
Slovakia,283.133723644118,207.42913597522,42.9243286896181,73.573173934424,73.7175193206,42.6948974272955,24.4740764386289,17.1148007923188,13614,2484,1018,6,52,63,12,53693.0,5423801.0,-0.8052148516561033,-0.06220270606471655
Slovenia,133.501411419625,132.71182506855,20.0462752607947,40.516256029797,30.559579414933,14.0268414004007,19.073591787788,10.0554548964691,6030,1228,498,6,19,38,1,19294.0,2063531.0,-0.8529525371073794,-0.05699399534164659
Solomon Islands,7.3126078102,5.57139079143,0.7267608948624,2.9652094852089,1.24242921037,0.757701676791,1.0151247034577,0.524563232283649,542,90,217,0,90,7,13,4016.0,603118.0,-0.8911937249022157,-0.03618782922945939
Somalia,1094.6031393269,854.80112739412,102.48370969287,281.838334786141,23.50916189786,8.5280396765,141.922838952351,60.2542532018466,7057,336,1765,38,1644,54,70,139948.0,13797201.0,-0.6359093885411945,0.013091704087211692
South Africa,6600.98719591573,3246.91688223453,315.217050572321,1842.53736363778,1791.0905116737,2908.57021031329,983.154072521623,547.930855419195,54889,8755,12331,205,5163,804,254,526744.0,55386367.0,0.9902437233548129,-0.2645281910021703
Spain,1451.07881750645,1714.68463913921,543.168462689127,578.013765932327,739.39997345562,364.96679027687,150.618422408977,86.363289518066,119670,24673,29254,301,1132,3543,279,416546.0,46444832.0,0.28397080299367644,0.21913471662781175
Sri Lanka,1842.16576901,487.7674897444,75.395494733,284.064836578686,178.1875138201,130.8508207123,141.999745283923,87.2097434849409,17086,2278,4826,1,8217,154,176,123149.0,20970000.0,-0.4667199675963708,0.32034839521594705
Sudan,2631.67083558,2864.9989366802,418.7306410978,808.54453196505,210.453692793,106.425819788,351.596330631797,132.030354090309,15100,1340,4186,14,2623,200,75,210950.0,38902950.0,-0.18457941314086967,-0.00048152914093580634
Suriname,44.337402021,28.39231223159,2.626042818897,12.9227356495555,24.7016700233178,20.45217221017,2.68717688762527,1.6407109687598,631,81,78,1,14,7,7,4152.0,559136.0,-0.8850863207872784,-0.046428130211879186
Sweden,566.040929144706,476.620651673331,82.6176465093236,181.42815373192,188.764569748348,160.885876903882,53.3113988792271,36.4950436826078,24808,4161,3632,21,152,460,30,90981.0,9799186.0,-0.6703688473924129,-0.03991345539899825
Switzerland,234.52208811841,218.206460359861,64.9813166892849,136.007399029321,80.950251541137,27.4443453327526,23.974528465029,16.8588003943382,19071,3768,2504,13,105,270,36,64300.0,8282396.0,-0.7572982473377957,-0.033255677283683796
Syrian Arab Republic,128.70996181,462.98541194083,30.3335048462223,125.240355236158,88.73962627848,156.0309848925,11.5542486427797,9.00184991469559,8021,1254,1685,0,1125,130,23,125558.0,17997408.0,-0.7484920435853766,0.001798224352474492
Taiwan (Province of China),3151.65464244321,417.856192288994,75.4668748558251,554.096802096064,824.7079821844,1167.59091017886,173.898146094651,110.623636365286,50889,10655,7445,207,700,263,93,165964.0,23557477.0,-0.20702413303834993,-0.2565029726675784
Tajikistan,170.264315973,305.34004732878,43.34764697485,61.8422445864098,25.59835006551,8.67462891977,10.4540701605598,5.98454887923867,4790,514,1116,0,269,137,130,46063.0,8454028.0,-0.7849432272028319,0.03190525875093271
Thailand,10789.922499852,4183.294282959,558.903042723022,2231.89389137062,1017.02178342011,710.542578381177,956.869629257255,530.401932114011,98913,19590,16359,8,3766,286,220,430565.0,68714511.0,0.888486400915579,-0.239833557632587
Timor-Leste,26.6747410247,33.377309731639,5.18469488554204,6.28902742156621,3.0166123516,1.603391381,1.77131690265979,1.25368137337627,738,149,315,0,133,6,4,6869.0,1196302.0,-0.8873884952811936,-0.039320410438625504
Togo,777.9870591991,187.33470778113,37.52462093973,226.015782254464,22.360106845,4.5117908994,108.195308870199,36.9581027593131,3227,331,631,2,489,15,67,52497.0,7323158.0,-0.75908967462993,-0.01685061542160309
Tonga,0.8533982036,2.68693654774,0.7787264413809,0.7729162978377,0.91038925068,0.690659660353,0.0798337956003,0.053694362862421,122,22,30,0,9,1,1,698.0,100781.0,-0.8986391080190457,-0.04528981973331543
Trinidad and Tobago,167.5517503414,568.59557507575,12.487187557329,78.814738823757,49.3268941436,6.014155937683,4.48511684470594,3.08736277333508,1785,171,158,0,50,26,4,10685.0,1370328.0,-0.8429944429260388,-0.05590878686693253
Tunisia,364.7618600656,347.163177796009,47.7005838292739,169.869513632675,86.815580266754,57.33343472715,61.5191925560296,26.3585339778625,8967,2212,1677,3,681,93,20,63478.0,11179949.0,-0.7500423762683072,-0.03245499288528347
Turkey,3512.05914394544,3798.41254091763,730.815440604425,838.507681363753,950.859202268466,1423.65946245821,384.673909723985,285.039229160663,95760,28043,28311,63,2677,892,240,397381.0,78529409.0,0.6353624494411211,-0.15951274298196413
Turkmenistan,292.22062998,1756.171390493,93.4630210366,134.152785270812,137.151077181,23.429920994,8.9377544325092,5.58870839473267,3286,343,305,0,45,13,9,32205.0,5565287.0,-0.7301741914756336,-0.0818613423230668
Uganda,4008.372932164,1141.21975039367,231.95262358424,863.47411466134,101.598775708,43.970949998,643.239076655811,292.136184913734,19045,877,3019,35,1827,137,151,237472.0,38225453.0,-0.1936689189793383,-0.00017626320695423914
Ukraine,2122.34893363255,2329.38575776533,434.979518818929,713.305804715477,663.278911526,958.31259560798,165.972878155124,106.765031119503,100589,17110,10659,89,273,334,97,743448.0,45154036.0,-0.010156006503489594,-0.25673838490880296
United Arab Emirates,858.1075321,1617.5365856616,17.71935910997,966.574645247372,532.4419736105,141.60461904076,41.4243105527451,29.1088637988167,3842,348,818,3,458,62,43,23057.0,9262900.0,-0.5643402658191292,-0.12168376672963295
United Kingdom,1421.82903317453,4234.35805407542,485.218587798102,701.064373913544,866.217766592065,313.52134997035,132.880050805702,90.5052963421177,181598,40361,41493,458,1519,5288,326,593995.0,65116219.0,0.7020603391749181,0.30333540494689804
United Republic of Tanzania,4927.53720892,1902.303212095,313.9149333805,1144.13278100507,189.564475203,63.84762776858,683.565883565318,323.77777822402,27294,1862,3848,41,2308,160,179,347563.0,51482633.0,-0.0029915405402399747,-0.0033682925169603835
United States of America,50884.7013422399,25287.0471130977,3939.97385699585,10972.1700110713,13860.165203584,8552.90647436169,2233.21093704593,1457.05996542795,691108,186438,179295,968,3932,19490,2309,2714489.0,320635163.0,11.228787271049681,-0.4911743532976893
Uruguay,729.85892952,1017.7049467677,104.88499925762,106.77577376193,75.5892207454,48.63660141505,49.2599262430762,35.3575006699746,9581,1696,1814,2,128,135,13,32724.0,3412009.0,-0.7252019513517615,-0.06303898526564158
Uzbekistan,379.951573096,2203.618341156,254.988587434188,227.216458471279,179.132294609,67.4603170879,21.6194312451928,13.0993364396748,20070,2226,1922,14,1086,254,145,200300.0,31298900.0,-0.5000119394399509,0.03574310951055322
Vanuatu,5.075131178,15.100006768816,2.4265970838808,1.7907376721447,0.81523473011,0.499902006225,0.748435455993701,0.38282053356735,197,37,101,0,42,4,7,2136.0,271130.0,-0.8942563375053751,-0.041158941196566226
Venezuela (Bolivarian Republic of),6451.42677458,3137.562784336,228.6140747054,1668.73282488874,667.8843919795,363.2075502467,56.2867011549527,38.6861789884472,28626,4707,4785,6,364,306,42,168140.0,30081829.0,-0.09547584869011139,-0.2179614995713048
Viet Nam,9091.572020667,4524.411783598,706.7753223133,1642.9169573915,1006.533121819,1038.683974769,971.1896432227,663.745372929475,97970,21309,26582,18,6848,554,285,581685.0,92677076.0,1.0864071402247475,-0.04172351738479185
Yemen,146.508834677,548.3777202137,42.42774491141,123.501101576697,55.9083392124,64.36513020321,14.2400011404356,5.52510581904063,10880,1187,2945,8,1866,114,46,150397.0,26497889.0,-0.7170962436839524,0.05348600825200501
Zambia,1898.009664273,467.737158004,119.24098108925,493.52315624512,56.5422146696,130.980977128,263.338366736282,117.89683259026,8353,593,1309,15,776,53,58,118408.0,15879361.0,-0.5682783370180097,-0.04759374077921939
Zimbabwe,1663.190097486,480.8258241984,86.626667293244,301.533797691306,83.3449743641999,86.80008903498,249.53840238448,134.118642853976,11128,901,1133,5,1517,36,58,123277.0,13814629.0,-0.6006122307921767,-0.009432899296632729
